Ugye ez most valami szar eroltetett poen?	Az én szememben az az IT. Hogy te egy egyszerű alkalmazásfejlesztő vagy, mint ahogy én vagyok, az meg nem tudom, micsoda.
Arról te már hallottál, hogy alkalmazkodás? De már ezt is leírtam, hogy minden projekt más és bele kell tanulni/szokni	Szabványok azok szabványok.
Arról te már hallottál, hogy alkalmazkodás? De már ezt is leírtam, hogy minden projekt más és bele kell tanulni/szokni	Ha az ember technikai dolgot készít, akkor ezek számítanak.
Arról te már hallottál, hogy alkalmazkodás? De már ezt is leírtam, hogy minden projekt más és bele kell tanulni/szokni	Mégis az volt a hiba sokszor, hogy azoknak akartam megfelelni.
Arról te már hallottál, hogy alkalmazkodás? De már ezt is leírtam, hogy minden projekt más és bele kell tanulni/szokni	"De mondom, ekkor mondtam végleg, hogy mindenki elmegy a nús picsába. Elsőször beszól nekem, hogy ne használjak kísérleti technikákat, mert nem támogatják a böngészők, és az ügyfélnék sokan használnak IE-t, majd három évvel később pontosan ugyanaz az ember pontosan ugyanarra beszól, amit korábban személy szerint én magam mutattam meg neki, hogy ez már rég benne van a CSS-ben, ""hát nem tudok róla""?"
Arról te már hallottál, hogy alkalmazkodás? De már ezt is leírtam, hogy minden projekt más és bele kell tanulni/szokni	Kész. :D
A fizetéseknek nem sok köze van az alkalmazott technológiákhoz.	Arányaiban dehogynem.
A fizetéseknek nem sok köze van az alkalmazott technológiákhoz.	Java fizetés nagyobb mint a PHP. Például.
Te ignoráns nyomorék, ezt most elbasztad. Mindent figyelmen kívül hagysz,  főszabály szerint csak arra válaszolsz, ami nagyon betalál. Csodálatos beismerés!	Jó, de kién?
A deficásnak nincsen kocsija, cserébe van két vidéki háza, egy Nógrádban, egy Somogyban.	Honnan tudod ezt ennyire pontosan? :)
buzi vagy	Nemvok, és mostantol stream-ben csak Edge, Firefox, Opera, meg ilyen szarok lesznek. A Chrome alkalmatlan stream-elésre.
Ezt tegnap kérdeztem, de látom 24 órás batch-ekben dolgozik az agyad	Ha minden nap el van intézve valami, az pont jó, mert látom ehhez képest azokat az ismerősöket, akik hetek és hónapok elteltével is ugyanazon dolgok elintézését tervezgetik. Az balfaszkodás-
Ezt tegnap kérdeztem, de látom 24 órás batch-ekben dolgozik az agyad	Egy nap két dolgot elintézni viszont már indokolatlan sztahanovizmus.
Trianon 100. évfordulója kapcsán nincs semmi mondanivalód Hazafi?	autonómiát
FEBRUÁR ÓTA KÖHÖGSZ, TÉNYLEG AZT HISZED HOGY EZ RENDBEN VAN?	Hónapokig nem köhögtem, csak most ilyen melegből-hidegbe idő van. Ilyenkor az ember megfázik kicsit.
de attól nem lesz pénzed, hogy hitelt veszel fel.	Senkinek nem lesz semmitől, mert pénz nem létezik.
de attól nem lesz pénzed, hogy hitelt veszel fel.	Ezt már átvettük.
9000 ejró hitelre 60 hónapra 7.98%-os kamatra (ha ez az APR persze) az akárhogy is számolom 10872.45-ra jön ki a végére, tehát nem 719 ejrót tetszik fizetni, hanem 1872.45-öt, ez lesz a TKM.	Jó, de nem kamatos kamattal számoltam.
9000 ejró hitelre 60 hónapra 7.98%-os kamatra (ha ez az APR persze) az akárhogy is számolom 10872.45-ra jön ki a végére, tehát nem 719 ejrót tetszik fizetni, hanem 1872.45-öt, ez lesz a TKM.	Az összes lényeg.
Trollégák legyenek szívesek kijavítani, ha rossz a matek.	Jó, de nem kamatos kamattal számoltam.
Trollégák legyenek szívesek kijavítani, ha rossz a matek.	Az összes lényeg.
Ha a kis hiteled meg véletlen 1.5% HAVONTA, akkor az évi 19.56 % (reálisabbnak tűnik).	Jó, de nem kamatos kamattal számoltam.
Ha a kis hiteled meg véletlen 1.5% HAVONTA, akkor az évi 19.56 % (reálisabbnak tűnik).	Az összes lényeg.
Az hiányzott tegnap is, nem igaz?	A műsor nap a netem, hanem a streamlabs szerverei miatt szakadt meg. Mindkét netről szar volt, de közvetlenül Twitch-re küldve jó.
Ez egy szar, te mondtad, hogy olcsó húsnak híg a leve. Akkor mi a gecinek?	Ez így is van, de a tévé számomra nem fontos.
Ez egy szar, te mondtad, hogy olcsó húsnak híg a leve. Akkor mi a gecinek?	Ez a szar is jó volt eddig, csak ugye ezek a csíkok...
Mint a kormány?	Nem a kormány. Az USB 2-es elosztóm.
Mint a kormány?	Billentyűzethez meg egérez biztos jó még, de egyébként felejtős.
Sodi akkor most nyárra le akar mennyi Púpszászra?	Aztán majd onnan lehet, hogy elmászkálok ide-oda.
Sodi akkor most nyárra le akar mennyi Púpszászra?	Hogy lesz kedvem.
Sodi akkor most nyárra le akar mennyi Púpszászra?	Most elsősorban anyagi megfontolásból vettem ki a szabit, hogy a teljes bért kapjam másfél hónapon át (erre külön nem kérdeztem rá, de felesleges is: elég volt utánaolvasnom). Augusztustól pedig a 60%-os Kurzarbeit amúgy is 70%-osra növekszik. Vagyis az elméleti 1720 minimum helyett 1880 euró minimum lesz).  Így lényegében egyetlen hónap sem lesz az idén, amikor az állandó kiadásaim szintje alá csökkennének a bevételeim.
Sodi akkor most nyárra le akar mennyi Púpszászra?	Ha esetleg még november - december kitart a dolog, akkor sem gond, mert akkor már 80% lesz, vagyis 2000 euró feletti.
Sodi akkor most nyárra le akar mennyi Púpszászra?	És akkor lényegében a hitelfelvétel oktalanná is válik, de amúgy is csak a biztonság kedvéért kellett.
milyen élet ez baszki?	Meg vagyok ijedve, ezért próbálok spórolósan pihenni.
milyen élet ez baszki?	Persze, 20 ezer euró feletti hitelkeret van.
milyen élet ez baszki?	És 6 + 2 ezer euró pénz.
milyen élet ez baszki?	De megtanultam az elmúlt években / évtizedekben, hogy az hamar elfogy, és hamar feléli az ember, ezért mostantól igyekszem úgy gazdálkodni, hogy egyikhez se kelljen nagyon nyúlnom.
én 24 évesen szarul érzem magam, hogy csak szeptembertől tudok külön kültözni, ez meg vígan basztatja az anyját a jelenlétével és az undorító életével	Meg vagyok ijedve, ezért próbálok spórolósan pihenni.
én 24 évesen szarul érzem magam, hogy csak szeptembertől tudok külön kültözni, ez meg vígan basztatja az anyját a jelenlétével és az undorító életével	Persze, 20 ezer euró feletti hitelkeret van.
én 24 évesen szarul érzem magam, hogy csak szeptembertől tudok külön kültözni, ez meg vígan basztatja az anyját a jelenlétével és az undorító életével	És 6 + 2 ezer euró pénz.
én 24 évesen szarul érzem magam, hogy csak szeptembertől tudok külön kültözni, ez meg vígan basztatja az anyját a jelenlétével és az undorító életével	De megtanultam az elmúlt években / évtizedekben, hogy az hamar elfogy, és hamar feléli az ember, ezért mostantól igyekszem úgy gazdálkodni, hogy egyikhez se kelljen nagyon nyúlnom.
Más havi 600 juróból német prémiumautót lízingel.	Ez meg azért nem gáz, mert
Más havi 600 juróból német prémiumautót lízingel.	- havi 950 euró (600 + 150 + 100 + 100) ez év végéig
Más havi 600 juróból német prémiumautót lízingel.	- havi 350 euró (150 + 100 + 100) utána is további másfél éven át
Más havi 600 juróból német prémiumautót lízingel.	- havi 200 euró (100 + 100) utána is további majdnem kétven át
Más havi 600 juróból német prémiumautót lízingel.	- havi 100 utána is még további kb. 3-4 éven át
Más havi 600 juróból német prémiumautót lízingel.	jön még vissza.
Kettőt....	Ez meg azért nem gáz, mert
Kettőt....	- havi 950 euró (600 + 150 + 100 + 100) ez év végéig
Kettőt....	- havi 350 euró (150 + 100 + 100) utána is további másfél éven át
Kettőt....	- havi 200 euró (100 + 100) utána is további majdnem kétven át
Kettőt....	- havi 100 utána is még további kb. 3-4 éven át
Kettőt....	jön még vissza.
Gondolom fogalmad sincs mi az hogy ddos.	Ja hogy sebességmérésnél megmutattam az aktuális IP címet, és hiába nem használtam azt a netet semmire éppen a következő órában, a trollkodások miatt elszállt.
Gondolom fogalmad sincs mi az hogy ddos.	Vágom.
Gondolom fogalmad sincs mi az hogy ddos.	Ez azért volt vicces, mert én közben észre se vettem, hiszen a másik netről stream-eltem éppen. :)
akkor minek nézted ogre sebességét és ip-jét, ha nem akartad használni?	Meg akartam mutatni, hogy működik, és hogy még a stream se lassítja, mert az meg a másik netről megy eközben.
hazudsz, mint a vízfolyás.	Meg akartam mutatni, hogy működik, és hogy még a stream se lassítja, mert az meg a másik netről megy eközben.
Ugye hogy igaza lett a trolloknak amint lejár a korona miatti Kurzarbeit akkor te azon nyomban repülsz	Nem járt le.
Ugye hogy igaza lett a trolloknak amint lejár a korona miatti Kurzarbeit akkor te azon nyomban repülsz	Ez viszont így pont jól jött ki, mert azért adtak jó ajánlólevelet, hogy ne firtassam a védelem alatti kirúgásomat.
Most te jössz, mutass hasonlót amit te csináltál.	Nekem nagy a fütyim.
Tényleg, Endre, mit szólt a szexnagyid ahhoz, hogy pedofília miatt mentek ki hozzátok a rendőrök? :D	Trollkodások miatt jöttek ki.
Tényleg, Endre, mit szólt a szexnagyid ahhoz, hogy pedofília miatt mentek ki hozzátok a rendőrök? :D	Újabb ügy ellenetek.
De a karakszoba már hálószba, cigánymárk mondta, Hahó!	Inkább raktár az most, de a SoDI bízik a kreatív energiák találékonyságában. ;)
Ha tippelnem kell, akkor szeptemberben duplán fizetsz lakbért. Fizeted az 1000 euród drága lakást, meg az 500 eurós új lakást is. Szinte biztos, hogy van átfedés.	Van bizony.
Ha tippelnem kell, akkor szeptemberben duplán fizetsz lakbért. Fizeted az 1000 euród drága lakást, meg az 500 eurós új lakást is. Szinte biztos, hogy van átfedés.	És még a költözés is sok pénzbe fog kerülni.
Ha tippelnem kell, akkor szeptemberben duplán fizetsz lakbért. Fizeted az 1000 euród drága lakást, meg az 500 eurós új lakást is. Szinte biztos, hogy van átfedés.	Szivatós hónap el anyagilag, de hát be kell rendezkedni.
Valamiért úgy érzem, hogy az a bizonyos rendőrségi ügyecske erősen felelős a mostani nem létező stressznélküli nyugiért. Illetve gyanús, hogy sokkal szarabb az anyagi helyzeted, Endre, mint amit itt vetítesz.	Nem vészes. Mondjuk az első fizetésig (október 15) minden nálam lévő tartalékom csontra elfogy, de nem gáz, mert onnantól ismét egyenleg lesz.
Pontosan tudjuk	Attól még, hogy valamit tudni vélsz, lehet az megosztás egészen más, mint amit ki vélsz matekozni.
Neked nem kell érteni semmit azon kívül, hogy az új RTX 30 kártyák hozzák el a valódi minőséget a Twitch streamingbe	Ez egy ÍGÉRET.
Neked nem kell érteni semmit azon kívül, hogy az új RTX 30 kártyák hozzák el a valódi minőséget a Twitch streamingbe	Hiszem, ha látom.
A disnyó azért nem kap munkát olyan könnyen, mint te, mert nem háttérszínező melókra jelenkezik, hanem elhiszi magáról, hogy expert.	Szerinted egy infós állásban háttérszínezésre adnak havi szinten millió feletti nettót?
Látod, ha nem valami webgányoldás vagy még többet is adnak.	Jó vicc, bakker.
Látod, ha nem valami webgányoldás vagy még többet is adnak.	C++ mérnöki munka.
Sneci, vegyél magadnak sörnyitó gyűrűt, azt tuti nem hagyod el./	Ez poén, ez kell.
Orbitális butaságokat írsz megint. Inkább menj el fogászatra.	Olvasd el Rowling közleményét.
Orbitális butaságokat írsz megint. Inkább menj el fogászatra.	Le van írva benne, hogy hazugság, hogy bármiféle szervi eltérés vagy műtét bárminek is az előfeltétele lenne.
Ki a faszom ír alá öt évre ebben a jelenlegi gazdasági légkörben?	Aki biztonságra vágyik, és nem kíván évente új kecót keresni. Elég stressz volt nekem az elmúlt két hónap, és lesz még a következő két hét, amíg le nem bonyolítom a beköltözést.
Ki a faszom ír alá öt évre ebben a jelenlegi gazdasági légkörben?	Már jövő hét hétfőn költözni lehetne, de meló mellett pont nem fogok tudni, így az első héten még asszem innen fogok bejárni. Csak csak szeptember 19-20-án fogok átköltözni.
Ki a faszom ír alá öt évre ebben a jelenlegi gazdasági légkörben?	Hó végéig enyém a kégli, így simán ráér akkor.
Akkor miért mész el moziba?	Hát hogy lássam eredeti hanggal is.
volt 2 hónapod lakást keresni.	Az nem való már ilyen idős embernek, mint én.
volt 2 hónapod lakást keresni.	40 körül már mindenki ingatlanosra bízza, aki nem csóró.
Nyugi gyagyás ez volt a lheges lhegjobb befektetésed :)	Ámen.
És tudja az ingatlanos, hogy a SoDI 23 fokot szeret, meg napjában háromszor fürcsizni?	Mondom. Ha 90 euróra az összes rezsit, számolok kb a duplájával.
Hete recskás fizeted még a kondibérletet ? :D	Az előzőt épp most mondtam le.
Hete recskás fizeted még a kondibérletet ? :D	De csak az új hely miatt (20 euróval drágább lesz, de faszább).
Mit saccolsz, a sittes marknak adott pénz hamarabb visszakerül hozzád, mint a tanár uras?	Egyrészt nem ismerek sitteseket, ezért nem tudom, kire gondolsz.
Mit saccolsz, a sittes marknak adott pénz hamarabb visszakerül hozzád, mint a tanár uras?	Másrészt mindenki, akinél kintlevőségem van, próbál tisztességes lenni, csak ugye megint visszakanyarodunk oda, hogy én kifezetetten olyan közegben értem jól magam, ahol a legbutábban egyike vagyok, mert csak az tartja egyben az embert (no meg láttam, hogy ha egy diplomás lefele ismerkedik, akkor lefele süllyed, mert hozzájuk hasonul). A dolog úgy áll, hogy a kiindulópont az volt, hogy ígérve lett nekem influencer ismertség, amiből nem lett semmi. A dolog úgy folytatódik, hogy értékes vállalkozók kerültek szóba, akik valahol lődörgő szerencsétleneknek bizonyultak végül. Tehát hogy azúttal is a kiválóbb emberek ígérete lett meglebegtetve előttem, csak aztán ezekről rendre kiderül., hogy vetítések (még ha rosszindulat nélkül is).
Milyen szep is lesz amikor a reszegen leskelodo gyagyas beleborul a vízbe a matracrol es belefullad.	Jaj már.
Milyen szep is lesz amikor a reszegen leskelodo gyagyas beleborul a vízbe a matracrol es belefullad.	Meztelenül a vizen ringatózva gumimatracozni.
Milyen szep is lesz amikor a reszegen leskelodo gyagyas beleborul a vízbe a matracrol es belefullad.	Ezt ki akartam már próbálni.
Milyen szep is lesz amikor a reszegen leskelodo gyagyas beleborul a vízbe a matracrol es belefullad.	Csak úgy volt, hogy elromlik az idő.
Milyen szep is lesz amikor a reszegen leskelodo gyagyas beleborul a vízbe a matracrol es belefullad.	De holnap meg holnapután pont jó lesz még hozzá.
Sneci, ha szerinted nem létezik a vírus, akkor miért örülsz, hogy nem vagy a magyar fertőben?	:D
Sneci, ha szerinted nem létezik a vírus, akkor miért örülsz, hogy nem vagy a magyar fertőben?	Azért, mert jólesik, hogy Orbán orrát beleveri a szarba a valóság. Alig pár hete nagy pofával előadta, hogy az ő országa kezelte a legjobban a járványt, és ehhez képest kifejezetten VICCES nézni, ahogyan éppen pofára esik a felcsúti cigánytörpe, mert pár nap alatt Magyarország szarabb helyzetbe csúszik, mint Olaszország. :DDDD
Sneci, ha szerinted nem létezik a vírus, akkor miért örülsz, hogy nem vagy a magyar fertőben?	Megkaptad a pofádra, geci felcsúti törpe, lol. :D
tenyleg labbal taposos fost vettel?	Nem. Kézzel kell pumpálni.
tenyleg labbal taposos fost vettel?	Hatalmas nagy pumpa, alig fér be a házizsákomba.
tenyleg labbal taposos fost vettel?	Ezzel viszonylag gyorsan megy.
40 ev es soktizmillio forint eltapsolasa utan minden, amit fel tud mutatni, az hogy a nudistrandon a logo pitonja a terdet veri.	Én értem, és alapvetően egyet is értek azzal, hogy ez alapvetően egy szánalmas, vesztes helyzet. Pont ebből fakad az a problémám, hogy ha magamat nagyjából a sikeresség aljára teszem, akkor mit kezdjek azokkal, akiknek még hozzám képest is csak a vergődésről szól az életük, ám ez mégis hatalmas egóval társul.
40 ev es soktizmillio forint eltapsolasa utan minden, amit fel tud mutatni, az hogy a nudistrandon a logo pitonja a terdet veri.	Merthogy ugye Sherlock Porks is ugyanitt bassza el. Egy állásinterjún szerénykedni kell. Azok a helyek ugyan, ahol lóversenylovat keresnek, kiesnek, de olyan helyre az ember szerintem ne is menjen.
Tökmindegy mit csinálsz. Senkinek, soha nem leszel szimpatikus akivel pár óránál többet eltöltesz, ez alól nem kivételek a leendő munkatársaid sem.	Velük már eltöltöttem egy napot.
Nem közvetlenül életkortól függ, hahó. Az adott emberi egészségi állapota, egyéb betegségei, stb. a döntő.	Na, pont ezt mondom. Hogy az sincs.
Nem közvetlenül életkortól függ, hahó. Az adott emberi egészségi állapota, egyéb betegségei, stb. a döntő.	Ergo, ha van bármi tünetem, az csak bármi más lehet.
Nem közvetlenül életkortól függ, hahó. Az adott emberi egészségi állapota, egyéb betegségei, stb. a döntő.	Mert krónikus betegséges nélküli 38 éves ember vagyok.
Nem közvetlenül életkortól függ, hahó. Az adott emberi egészségi állapota, egyéb betegségei, stb. a döntő.	Azért.
A szén dioxid hülyeségre: a maszk alatt kb 10 köbcenti levegő marad bent	Jó, de folyamatosan olyan levegőt szívsz vissza. :D
Miért fan az, hogy ilyesmi mindig a sodival tortenik?	Egyik se kerül nekem pénzbe, úgyhogy tök mindegy.
De sodika, laktak a lakásban, amikor szeptember elején megmutatták?	Én vettem észre, hogy szar.
De sodika, laktak a lakásban, amikor szeptember elején megmutatták?	Direkt bekapcsoltam mindent: mosogató, sütő, hűtő, fények, hogy működik-e. Mondom a csávónak, hogy ezt a szerkezetet nem egészen értem, amikor felcsavarom, akkor ennek a piros led-nek nem kéne világítania?
De sodika, laktak a lakásban, amikor szeptember elején megmutatták?	Ő meg hogy jaj, tényleg, ez úgy néz ki, hiba. És hogy de jó, hogy észrevettem (aha... tényleg, de jó).
De sodika, laktak a lakásban, amikor szeptember elején megmutatták?	Cserébe a festésen lévő halvány csíkokat szintén felirattam vele a hibajegyzékbe.
Ha nem, akkor az ingatlanos pontosan tudta már akkor, hogy rossza bojler, de	Én vettem észre, hogy szar.
Ha nem, akkor az ingatlanos pontosan tudta már akkor, hogy rossza bojler, de	Direkt bekapcsoltam mindent: mosogató, sütő, hűtő, fények, hogy működik-e. Mondom a csávónak, hogy ezt a szerkezetet nem egészen értem, amikor felcsavarom, akkor ennek a piros led-nek nem kéne világítania?
Ha nem, akkor az ingatlanos pontosan tudta már akkor, hogy rossza bojler, de	Ő meg hogy jaj, tényleg, ez úgy néz ki, hiba. És hogy de jó, hogy észrevettem (aha... tényleg, de jó).
Ha nem, akkor az ingatlanos pontosan tudta már akkor, hogy rossza bojler, de	Cserébe a festésen lévő halvány csíkokat szintén felirattam vele a hibajegyzékbe.
1. Ezt letagadta neked	Én vettem észre, hogy szar.
1. Ezt letagadta neked	Direkt bekapcsoltam mindent: mosogató, sütő, hűtő, fények, hogy működik-e. Mondom a csávónak, hogy ezt a szerkezetet nem egészen értem, amikor felcsavarom, akkor ennek a piros led-nek nem kéne világítania?
1. Ezt letagadta neked	Ő meg hogy jaj, tényleg, ez úgy néz ki, hiba. És hogy de jó, hogy észrevettem (aha... tényleg, de jó).
1. Ezt letagadta neked	Cserébe a festésen lévő halvány csíkokat szintén felirattam vele a hibajegyzékbe.
2. azóta is baszott megcsináltatni.	Én vettem észre, hogy szar.
2. azóta is baszott megcsináltatni.	Direkt bekapcsoltam mindent: mosogató, sütő, hűtő, fények, hogy működik-e. Mondom a csávónak, hogy ezt a szerkezetet nem egészen értem, amikor felcsavarom, akkor ennek a piros led-nek nem kéne világítania?
2. azóta is baszott megcsináltatni.	Ő meg hogy jaj, tényleg, ez úgy néz ki, hiba. És hogy de jó, hogy észrevettem (aha... tényleg, de jó).
2. azóta is baszott megcsináltatni.	Cserébe a festésen lévő halvány csíkokat szintén felirattam vele a hibajegyzékbe.
Jól indul a kapcsolatotok.	Én vettem észre, hogy szar.
Jól indul a kapcsolatotok.	Direkt bekapcsoltam mindent: mosogató, sütő, hűtő, fények, hogy működik-e. Mondom a csávónak, hogy ezt a szerkezetet nem egészen értem, amikor felcsavarom, akkor ennek a piros led-nek nem kéne világítania?
Jól indul a kapcsolatotok.	Ő meg hogy jaj, tényleg, ez úgy néz ki, hiba. És hogy de jó, hogy észrevettem (aha... tényleg, de jó).
Jól indul a kapcsolatotok.	Cserébe a festésen lévő halvány csíkokat szintén felirattam vele a hibajegyzékbe.
KIVÉTELESEN hozzá lehet nyúlni.	ha ha ha
KIVÉTELESEN hozzá lehet nyúlni.	Mindegy, hó végén jön egy félhavi segély, 650 euró.
KIVÉTELESEN hozzá lehet nyúlni.	Utána tizenötödikén az első fizu.
KIVÉTELESEN hozzá lehet nyúlni.	Meg közben bejön pár kintlevőség is.
KIVÉTELESEN hozzá lehet nyúlni.	Tehát egy hónapon belül szép pénz.
KIVÉTELESEN hozzá lehet nyúlni.	De azzal is épp hogy nullán leszek.
KIVÉTELESEN hozzá lehet nyúlni.	Talán.
És sikeres volt az első nap? Nem lett belőle probléma, hogy behazudtad a devops szakértelmet, de az scp-t se tudod, hogy micsoda?	Nem, megnyogodtam, mert olyan dologgal kell dolgozni, amiről szó sem volt. Symfony-ról igen, de az adott CMS tök ideges nekem, ma láttam életemben először. Mármint bevallottan, és nincs is ezzel semmi baj.
És sikeres volt az első nap? Nem lett belőle probléma, hogy behazudtad a devops szakértelmet, de az scp-t se tudod, hogy micsoda?	És ugye majd vele kell dolgoznom.
Üdv a szakmában, te kókler gyökér! Kíváncsi vagyok, milyen feladatot kapsz holnap!	Nem éleset még, hanem valamit gyakorolni.
Üdv a szakmában, te kókler gyökér! Kíváncsi vagyok, milyen feladatot kapsz holnap!	De az is jobb ha megy, ha éles dolgokat akarok magamra bízatni. :D
Mit tanultál ma? Kifejtenéd?	Pl. hogy miért jó a Webpack.
Mit tanultál ma? Kifejtenéd?	Meg mire jó az.
Mit tanultál ma? Kifejtenéd?	És hogyan.
Ha a hétvégén 2 napon át nem faszt mutogattál volna a nudistastrandon akkor lett volna időd kitakarítani.	Nem volt koncepcióban, hogy kedd este van, és én még itt leszek. Vagy ha mégis, akkor hogy jövő hétfőig nem tökmindegy minden.
Ha a hétvégén 2 napon át nem faszt mutogattál volna a nudistastrandon akkor lett volna időd kitakarítani.	Csak aztán variálás lett.
nagyon röhögök	Egyébként csak ma este jöttem rá, hogy van szagelszívóm is, de az sem kapcsol be. A kettő valahogy összefügghet.
nagyon röhögök	"Gondoltam, talán a főzőlapokkal van összefüggésben, volt is ""JAJ DE"", amikor majdnem megsütöttem a mobilomat, de nem."
Takarítónő volt?	Nem. Reggel visszamondta.
Takarítónő volt?	De így sem kapott agyfaszt a főbérlő, mert legalább rendet raktam.
Takarítónő volt?	Csak hogy hétvégén, ha kimegyek, tényleg legyen takarítva is.
Ennyi leírt tapasztalattad a hátad mögött azért ez kurva ciki lesz	Nem, mert tudom a választ.
Ennyi leírt tapasztalattad a hátad mögött azért ez kurva ciki lesz	Két módon lehet, és a másik lesz a jó.
Ennyi leírt tapasztalattad a hátad mögött azért ez kurva ciki lesz	Ennyi.
Azért mert retardált vagy vagy mert a Magyar Enber(tm) erre képtelen?	Életkor. 30 felett ez már lehetetlen.
Azért mert retardált vagy vagy mert a Magyar Enber(tm) erre képtelen?	Olyan az emberi agy.
deutsch fließend in wort und schrift	De nem csevegésben.
Csak 150 ezer a PS 5? Azt hittem 250-300 ezer alatt nem adják oda.	Ez azért csalóka, mert 30 ezer hozzá a füles, 10 ezer a föltő, 35 ezer a kamera, és rögtön darabonként 30 ezer a két-három induló játék. És akkor még a 3 terrás SSD-bővítőről még nem is beszéltem, aki kb. annyi lesz szerinte, mint maga a gép.
Előre mondta, hogy pénteken korábban fog szabadulni. Valószínűleg 37.5-38 órában van, vagy hétfőtől csütörtökig 8 és fél órát kell dolgozni, egyik sem ritka dolog.	Nem, 40 óra ez.
Előre mondta, hogy pénteken korábban fog szabadulni. Valószínűleg 37.5-38 órában van, vagy hétfőtől csütörtökig 8 és fél órát kell dolgozni, egyik sem ritka dolog.	Hétfőtől csütörtökig 8,5 óra (9 óra fél óra ebédszünettel).
Előre mondta, hogy pénteken korábban fog szabadulni. Valószínűleg 37.5-38 órában van, vagy hétfőtől csütörtökig 8 és fél órát kell dolgozni, egyik sem ritka dolog.	Pénteken meg 6 óra (5 és fél óra fél óra ebédszünettel).
Előre mondta, hogy pénteken korábban fog szabadulni. Valószínűleg 37.5-38 órában van, vagy hétfőtől csütörtökig 8 és fél órát kell dolgozni, egyik sem ritka dolog.	Nem kötelező, de a legtöbben tartják magukat nagyjából hozzá, és nekem is tetszik.
Utaltak már rá finoman a cégnél, hogy ez a teljesítmény itt nem lesz elég?	:D
Utaltak már rá finoman a cégnél, hogy ez a teljesítmény itt nem lesz elég?	Milyen? Épp tanulási görbén vagyok.
Jobb memóriával rendelkező olvasók közül valaki emlékeztetne, mikor láttunk Sodi kezéből konkrét elvégzett kódot/munkát utoljára?	Ennyi a dilemma, geci.
Jobb memóriával rendelkező olvasók közül valaki emlékeztetne, mikor láttunk Sodi kezéből konkrét elvégzett kódot/munkát utoljára?	Hogy hogy használhatok sima Smyfony megoldásokat, és hol van az a határ, ahol már illendő lenne a keretrendszert.
Jobb memóriával rendelkező olvasók közül valaki emlékeztetne, mikor láttunk Sodi kezéből konkrét elvégzett kódot/munkát utoljára?	Ez az a tiszta kérdés, amit most már hétfő reggel világosan fel tudok tenni.
Tökéletes junior albérlet.	Majd ha lesz feleség, keresek magam után bérlőt, aki átveszi. Akkor pont tökéletes.
Tökéletes junior albérlet.	A szoba itt kényegében ugyanolyan hosszú, mint Berlinben volt, csak kétszer olyan széles. Több mint kétszer akkora a szoba, mint az előző helyen volt a szobám.
Hányat fordultál? A bútorokat hogy vitted át?	Az első terv egy személyautó lett volna, de akadt végül egy nagyobb egyterhű teherautó. Nos, azzal is háromszor kellett fordulni.
Kurva gyorsan pattanj le a magas lóról.	Te visszaböfögöd a protokollt, ellenben ők mélyebbre ástak, és elemeztek. Ez a hatalmas különbség.
Kurva gyorsan pattanj le a magas lóról.	"""Magyarországon a járványtani kritériumokat figyelembe véve, eddig járvány nem volt és nem is várható. Hazánkban a járvány kimondása a külföldi járványokra és a WHO-ra hivatkozva történt.  A világjárvány kimondása és fenntartásának alapja RT-PCR teszt folyamatos működtetése, teszt-pozitívak keresése. Kimondjuk, hogy a PCR teszt, mint az eredeti leírásában, csak tudományos célokra használható (Kary Banks Mullis), járványtani felhasználásra alkalmatlan. Ugyanis, ha a melegítési ciklusok számát emeljük 65 fölé, az álpozitív eseteket ad, 35 alatt pedig álnegatív eseteket, ez pedig lehetővé teszi az eredmény külső szabályozását. Csak a DNS polimeráz reakcióhoz szükséges melegítési ciklusok száma határozza meg ki lesz pozitív  és ki negatív."""
Kurva gyorsan pattanj le a magas lóról.	orvosokatisztanlatasert.hu/?lang=en
Felvilágosítalak, hogy ebből élek. A PCR teszt kiválló diagnosztikai módszer. Ha megismétlik 48 órán belül, és negatív mind a kettő kizárható a fertőzöttség.	Te visszaböfögöd a protokollt, ellenben ők mélyebbre ástak, és elemeztek. Ez a hatalmas különbség.
Felvilágosítalak, hogy ebből élek. A PCR teszt kiválló diagnosztikai módszer. Ha megismétlik 48 órán belül, és negatív mind a kettő kizárható a fertőzöttség.	"""Magyarországon a járványtani kritériumokat figyelembe véve, eddig járvány nem volt és nem is várható. Hazánkban a járvány kimondása a külföldi járványokra és a WHO-ra hivatkozva történt.  A világjárvány kimondása és fenntartásának alapja RT-PCR teszt folyamatos működtetése, teszt-pozitívak keresése. Kimondjuk, hogy a PCR teszt, mint az eredeti leírásában, csak tudományos célokra használható (Kary Banks Mullis), járványtani felhasználásra alkalmatlan. Ugyanis, ha a melegítési ciklusok számát emeljük 65 fölé, az álpozitív eseteket ad, 35 alatt pedig álnegatív eseteket, ez pedig lehetővé teszi az eredmény külső szabályozását. Csak a DNS polimeráz reakcióhoz szükséges melegítési ciklusok száma határozza meg ki lesz pozitív  és ki negatív."""
Felvilágosítalak, hogy ebből élek. A PCR teszt kiválló diagnosztikai módszer. Ha megismétlik 48 órán belül, és negatív mind a kettő kizárható a fertőzöttség.	orvosokatisztanlatasert.hu/?lang=en
